ARTICLE_NO,PRICE,SPECIAL_PRICE,UI_Price,UI_Special_Price,ADD_TO_BAG,STATUS,RELEASE_DATE,URL
AF4069,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/duramo-trainer-shoes-iuw05.html?a=214_47756
AF4110,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55598
AF4111,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55488
AF4112,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux40.html?a=214_55643
AF4114,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux41.html?a=214_55629
AF4118,299,,299.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/mana-bounce-shoes-iux41.html?a=214_55524
AF4358,120,,120.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/snice-4-shoes-iuy58.html?a=214_55689
AF4359,120,,120.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/snice-4-shoes-iuy58.html?a=214_55673
AF4370,110,,110.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-akwah-sandals-iuy63.html?a=214_55667
AF4371,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-shoes-iuy64.html?a=214_55746
AF4373,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace-football-training-shoes-iuy65.html?a=214_55681
AF4420,230,,230.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/barricade-aspire-3-stripes-shoes-kdh11.html?a=214_56137
AF4501,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/hyperfast-2-0-shoes-kcx11.html?a=214_55785
AF4502,160,,160.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/hyperfast-2-0-shoes-kcx11.html?a=214_55750
AF4524,120,,120.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/sport-2-0-shoes-kcx19.html?a=214_47996
AF4612,60,,60.00,,Yes,Success,2016-15-03 00:00:00,http://adidasmystg.specom.io/duramo-slides-9.html?a=214_55726
AF4624,220,,220.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-club-shoes-kcx57.html?a=214_55775
AF4630,210,,210.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/s-flex-x-shoes-kcx61.html?a=214_55594
AF4638,140,,140.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/lk-trainer-7-shoes-kcx68.html?a=214_47925
AF4917,580,,580.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/energy-boost-3-shoes-kct87.html?a=214_47724
AF5034,160,,160.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-4-flexible-ground-boots-kcu04.html?a=214_47943
AF5040,199,,199.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-4-indoor-shoes-kcu06.html?a=214_47498
AF5082,790,,790.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-1-firm-ground-boots-kcu16.html?a=214_55610
AF5083,790,,790.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-1-firm-ground-boots-kcu16.html?a=214_55650
AF5145,280,,280.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-3-firm-ground-boots-kcu46.html?a=214_47808
AF5154,210,,210.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-3-firm-ground-boots-kcu51.html?a=214_55659
AF5179,280,,280.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-3-indoor-shoes-kcu64.html?a=214_55501
AF5186,210,,210.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-3-indoor-shoes-kcu69.html?a=214_55492
AF5266,410,,410.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-2-firm-ground-boots-kcv03.html?a=214_55656
AF5268,410,,410.00,,Yes,Success,2016-29-01 00:00:00,http://adidasmystg.specom.io/ace-16-2-firm-ground-boots-kcv03.html?a=214_55606
AF5297,230,,230.00,,Yes,Success,2016-26-02 00:00:00,http://adidasmystg.specom.io/ace-16-2-court-shoes-kcv17.html?a=214_55507
AF5305,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/lite-runner-shoes-ila68.html?a=214_55544
AF5444,399,,399.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/revenge-shoes-iuu15.html?a=214_47830
AF5573,180,,180.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/galaxy-2-w-iuu47.html?a=214_55497
AF5797,190,,190.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/sonic-attack-shoes-jpw82.html?a=214_55527
AF5855,370,,370.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/adipure-360-3-shoes-iuv53.html?a=214_47597
AF5872,199,,199.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/essential-fun-2-0-shoes-iuv57.html?a=214_56102
AF5916,340,,340.00,,Yes,Success,2016-21-01 00:00:00,http://adidasmystg.specom.io/adidas-stellasport-zilia-shoes-kdq80.html?a=214_47492
AF5926,419,,419.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/pure-boost-x-training-shoes-iuv74.html?a=214_56116
AF5999,270,,270.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/climacool-voyager-shoes-iuv97.html?a=214_56167
AF6028,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/duramo-trainer-shoes-iuw05.html?a=214_47474
AF6133,150,,150.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/sandplay-outdoor-sandals-iuw33.html?a=214_48534
AF6148,274,,274.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/tracerocker-shoes-iuw39.html?a=214_56179
AF6155,274,,274.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/tracerocker-shoes-iuw42.html?a=214_56173
AF6218,330,,330.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-team-5-shoes-kcv84.html?a=214_47556
AF6431,599,,599.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/pure-boost-x-shoes-kcw57.html?a=214_55580
AF6432,599,,599.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/pure-boost-x-shoes-kcw57.html?a=214_55576
AF6466,450,,450.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/supernova-sequence-boost-8-shoes-kdm25.html?a=214_47782
AF6471,450,,450.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-tempo-8-shoes-ius86.html?a=214_55639
AF6488,450,,450.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-tempo-8-shoes-ius89.html?a=214_55622
AF6554,550,,550.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-adios-3-shoes-ius99.html?a=214_55562
AF6567,550,,550.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-adios-3-shoes-iut01.html?a=214_55558
AF6598,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/lite-runner-shoes-ila67.html?a=214_55614
AF6601,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/lite-runner-shoes-ila67.html?a=214_55616
AF6602,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/lite-runner-shoes-ila67.html?a=214_55512
AF6644,240,,240.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/turbo-3-1m-ila73.html?a=214_55663
AF6647,240,,240.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/turbo-3-1m-ila73.html?a=214_55654
AF6648,240,,240.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/turbo-3-1w-ila74.html?a=214_55478
AF6650,240,,240.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/turbo-3-1w-ila74.html?a=214_55482
AF6665,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/duramo-7-shoes-ikz76.html?a=214_55765
AF6676,230,,,,,Article Error,2016-01-01 00:00:00,Product NOT Available: http://adidasmystg.specom.io/duramo-7-shoes-ikz77.html?a=214_47929
AF6783,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-court-2-0-shoes-iut36.html?a=214_47677
AF6784,250,,250.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/barricade-court-2-0-shoes-kdi01.html?a=214_55708
AF6796,520,,520.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-2016-shoes-iut43.html?a=214_48014
AH4136,110,,110.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/dame-fly-tee-bby01.html?a=214_56913
AH4137,110,,110.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/dame-fly-tee-bby01.html?a=214_57047
AH5049,99,,99.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/lakers-summer-run-shooter-tee-bcd94.html?a=214_49462
AH5108,270,,270.00,,Yes,Success,2015-22-07 00:00:00,http://adidasmystg.specom.io/chelsea-fc-away-replica-player-jersey-bce45.html?a=214_36156
AH5745,250,,250.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/germany-backpack-plus-bcg34.html?a=214_48569
AH5747,25,,25.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/germany-bottle-bcg36.html?a=214_49106
AH6762,50,,50.00,,Yes,Success,2015-01-06 00:00:00,http://adidasmystg.specom.io/real-madrid-home-socks-1-pair-bcl08.html?a=214_47303
AH7803,350,,350.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace-zones-pro-goalkeeper-gloves-kao90.html?a=214_56335
AH7813,65,,65.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace-goalkeeper-gloves-kar01.html?a=214_56570
AH7815,199,,,,,Article Error,2016-01-02 00:00:00,Product NOT Available: http://adidasmystg.specom.io/ace-fingersave-replique-goalkeeper-gloves-kaq99.html?a=214_56581
AH8855,170,,170.00,,Yes,Success,2016-21-01 00:00:00,http://adidasmystg.specom.io/adidas-stellasport-sport-image-tank-top-kfx13.html?a=214_49593
AH8892,330,,330.00,,Yes,Success,2016-21-01 00:00:00,http://adidasmystg.specom.io/adidas-stellasport-allover-print-jacket-kfx21.html?a=214_49328
AH8895,150,,150.00,,Yes,Success,2016-21-01 00:00:00,http://adidasmystg.specom.io/adidas-stellasport-cropped-tank-top-kfx22.html?a=214_49543
AH9165,85,,85.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/response-tee-kav90.html?a=214_55347
AH9675,210,,210.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/low-waste-shorts-bdi05.html?a=214_48629
AH9964,140,,140.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/run-layer-tee-bcl90.html?a=214_56707
AI0322,145,,145.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/cool-365-shorts-bdl11.html?a=214_57001
AI0703,330,,330.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-dress-bbj90.html?a=214_48603
AI0723,210,,210.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/barricade-tee-bbk11.html?a=214_48269
AI0729,150,,150.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/club-polo-shirt-bbk22.html?a=214_55990
AI0746,90,,90.00,,Yes,Success,2016-01-10 00:00:00,http://adidasmystg.specom.io/court-tee-bbk46.html?a=214_56012
AI0821,89,,89.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/made-in-march-tank-top-bdn77.html?a=214_49723
AI0874,140,,140.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/climachill-tee-lpa79.html?a=214_48147
AI1130,110,,110.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/club-tee-bbk78.html?a=214_55962
AI1140,90,,90.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/sequentials-core-tennis-shorts-bbk88.html?a=214_55974
AI1144,90,,90.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/court-skort-bbk91.html?a=214_55966
AI2953,150,,150.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/techfit-printed-heather-capris-lpd90.html?a=214_55905
AI3174,160,,160.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/supernova-tunic-bbn22.html?a=214_49251
AI3178,170,,170.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-singlet-bcq28.html?a=214_56768
AI3180,170,,170.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-tee-bcq29.html?a=214_56719
AI3183,170,,170.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adizero-split-shorts-bcq30.html?a=214_56814
AI3206,100,,100.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/m10-graphic-shorts-bbm63.html?a=214_56698
AI3210,150,,150.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/grete-graphic-shorts-bbm64.html?a=214_49233
ARTICLE_NO,PRICE,SPECIAL_PRICE,UI_Price,UI_Special_Price,ADD_TO_BAG,STATUS,RELEASE_DATE,URL

AI3231,180,,180.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adistar-9-inch-shorts-bcq48.html?a=214_56842
AI3274,170,,170.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/supernova-three-quarter-tights-bcq59.html?a=214_56689
AI3293,160,,160.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/supernova-climachill-tee-bcq68.html?a=214_49239
AI3687,150,,150.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/supernova-melange-bra-bdd52.html?a=214_56678
AI3701,140,,140.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace-16-2-messenger-bag-bdf17.html?a=214_55828
AI3704,140,,140.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace16-2-backpack-bdf14.html?a=214_56574
AI3708,250,,250.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace16-1-team-bag-bdf11.html?a=214_56423
AI3709,250,,250.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ace16-1-backpack-bdf10.html?a=214_55840
AI3741,150,,150.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/techfit-climachill-bra-bbn24.html?a=214_48155
AI3742,130,,130.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/seamless-bra-bbm65.html?a=214_49717
AI3747,230,,230.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/skinny-workout-pants-bbn08.html?a=214_48167
AI3985,150,,150.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/climachill-shorts-bbl84.html?a=214_49643
AI4460,134,,134.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/climacool-aeroknit-tee-bdm18.html?a=214_49615
AI4463,134,,134.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/climacool-aeroknit-tee-bdm18.html?a=214_49625
AI4541,150,,150.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/all-star-shooter-tee-apz29.html?a=214_56936
AI4855,250,,250.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/spain-backpack-plus-bbu36.html?a=214_48084
AI4862,25,,25.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/spain-bottle-bbu38.html?a=214_49112
AI5889,65,,65.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/shred-lineage-tee-bfi89.html?a=214_49452
AI7286,210,,210.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/ultimate-fit-long-tights-bbn07.html?a=214_55925
AI7476,85,,85.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/prime-drydye-tee-bfz55.html?a=214_56233
AI7477,150,,150.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/prime-crew-sweatshirt-bfz56.html?a=214_56631
AI7478,180,,180.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/prime-hoodie-bfz57.html?a=214_56621
AI7480,140,,140.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/prime-pants-bfz59.html?a=214_49126
AI7993,100,,100.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/supernova-fitted-tank-top-kaw17.html?a=214_56721
AI8035,320,,320.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/adistar-primeknit-tee-m-ah582.html?a=214_57027
AI8111,79,,79.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/m10-3-stripes-shorts-bbm59.html?a=214_56806
AI8119,100,,100.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/m10-graphic-shorts-bbm63.html?a=214_56788
AI8197,79,,79.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/response-singlet-kav88.html?a=214_49312
AI8259,170,,,,,Article Error,2016-01-02 00:00:00,Product NOT Available: http://adidasmystg.specom.io/supernova-three-quarter-tights-kaw23.html?a=214_56730
AI8267,79,,79.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/response-cup-tank-top-kav78.html?a=214_56746
AI8269,79,,79.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/response-cap-sleeve-tee-kav76.html?a=214_56648
AI8316,140,,140.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/climachill-tee-bgf84.html?a=214_49621
AI8336,130,,130.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/sn-sl-m-kaw09.html?a=214_56737
AI8383,230,,230.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/essentials-shorts-bgg00.html?a=214_56266
AI8448,300,,300.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/running-climacool-tank-top-bgg34.html?a=214_48712
AI8451,280,,280.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/running-climacool-tee-bgg35.html?a=214_56302
AI8457,410,,410.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/running-techfit-tank-top-bgg37.html?a=214_56357
AI8459,410,,410.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/running-techfit-long-tights-bgg38.html?a=214_56250
AI8464,280,,280.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/running-sweatshirt-bgg40.html?a=214_56375
AI8762,410,,410.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/studio-logo-pants-bgi25.html?a=214_56259
AI8771,260,,260.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/studio-clima-tank-top-bgi28.html?a=214_56353
AI8874,300,,300.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/studio-seamless-mesh-tank-top-bcx88.html?a=214_56361
AI8911,210,,210.00,,Yes,Success,2016-15-02 00:00:00,http://adidasmystg.specom.io/essentials-zebra-tee-bgj39.html?a=214_56262
AJ0022,70,,70.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/feather-tee-bgo32.html?a=214_56553
AJ0023,140,,140.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/feather-set-bgo33.html?a=214_56563
AJ0025,190,,190.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/feather-track-suit-bgo35.html?a=214_56443
AJ0071,99,,99.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/garden-leggings-bgo82.html?a=214_48740
AJ0221,70,,70.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/basketball-trefoil-tee-bgq27.html?a=214_48872
AJ0223,190,,190.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/basketball-superstar-track-suit-bgq29.html?a=214_56523
AJ0266,80,,80.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/basketball-tee-bgq84.html?a=214_49026
AJ0267,80,,80.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/basketball-relax-tee-bgq85.html?a=214_48996
AJ0275,140,,140.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/reversible-basketball-shorts-bgq93.html?a=214_56557
AJ0276,190,,190.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/basketball-superstar-track-jacket-bgq94.html?a=214_48900
AJ0535,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/techfit-triax-print-long-tights-bgs22.html?a=214_55895
AJ0536,199,,199.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/techfit-triax-print-long-tights-bgs22.html?a=214_55822
AJ0538,130,,130.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/techfit-printed-bra-bgs24.html?a=214_55844
AJ0539,130,,130.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/techfit-printed-bra-bgs24.html?a=214_55866
AJ0963,140,,140.00,,Yes,Success,2016-15-01 00:00:00,http://adidasmystg.specom.io/climachill-tee-bbl86.html?a=214_49647
AJ1246,260,,260.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-windbreaker-bgz68.html?a=214_56818
AJ1247,240,,240.00,,Yes,Success,2016-01-02 00:00:00,http://adidasmystg.specom.io/manchester-united-fc-track-jacket-bgz69.html?a=214_56796
AJ1278,99,,99.00,,Yes,Success,2016-01-01 00:00:00,http://adidasmystg.specom.io/rengi-lite-training-shorts-bgz88.html?a=214_49405
